,Team Name,Year,Wins,Losses,OT Losses,Win %,Goals For (GF),Goals Against (GA),+ / -
1925,Pittsburgh Penguins,2000,42,28,3,0.512,281,256,25.0
1926,San Jose Sharks,2000,40,27,3,0.488,217,192,25.0
1927,St. Louis Blues,2000,43,22,5,0.524,249,195,54.0
1928,Tampa Bay Lightning,2000,24,47,5,0.293,201,280,-79.0
1929,Toronto Maple Leafs,2000,37,29,5,0.451,232,207,25.0
1930,Vancouver Canucks,2000,36,28,7,0.439,239,238,1.0
1931,Washington Capitals,2000,41,27,4,0.5,233,211,22.0
1932,Mighty Ducks of Anaheim,2001,29,42,3,0.354,175,198,-23.0
1933,Atlanta Thrashers,2001,19,47,5,0.232,187,288,-101.0
1934,Boston Bruins,2001,43,24,9,0.524,236,201,35.0
1935,Buffalo Sabres,2001,35,35,1,0.427,213,200,13.0
1936,Calgary Flames,2001,32,35,3,0.39,201,220,-19.0
1937,Carolina Hurricanes,2001,35,26,5,0.427,217,217,0.0
1938,Columbus Blue Jackets,2001,22,47,5,0.268,164,255,-91.0
1939,Chicago Blackhawks,2001,41,27,1,0.5,216,207,9.0
1940,Colorado Avalanche,2001,45,28,1,0.549,212,169,43.0
1941,Dallas Stars,2001,36,28,5,0.439,215,213,2.0
1942,Detroit Red Wings,2001,51,17,4,0.622,251,187,64.0
1943,Edmonton Oilers,2001,38,28,4,0.463,205,182,23.0
1944,Florida Panthers,2001,22,44,6,0.268,180,250,-70.0
1945,Los Angeles Kings,2001,40,27,4,0.488,214,190,24.0
1946,Minnesota Wild,2001,26,35,9,0.317,195,238,-43.0
1947,Montreal Canadiens,2001,36,31,3,0.439,207,209,-2.0
1948,Nashville Predators,2001,28,41,0,0.341,196,230,-34.0
1949,New Jersey Devils,2001,41,28,4,0.5,205,187,18.0
1950,Boston Bruins,1990,44,24,,0.55,299,264,35.0
1951,Buffalo Sabres,1990,31,30,,0.388,292,278,14.0
1952,Calgary Flames,1990,46,26,,0.575,344,263,81.0
1953,Chicago Blackhawks,1990,49,23,,0.613,284,211,73.0
1954,Detroit Red Wings,1990,34,38,,0.425,273,298,-25.0
1955,Edmonton Oilers,1990,37,37,,0.463,272,272,0.0
1956,Hartford Whalers,1990,31,38,,0.388,238,276,-38.0
1957,Los Angeles Kings,1990,46,24,,0.575,340,254,86.0
1958,Minnesota North Stars,1990,27,39,,0.338,256,266,-10.0
1959,Montreal Canadiens,1990,39,30,,0.487,273,249,24.0
1960,New Jersey Devils,1990,32,33,,0.4,272,264,8.0
1961,New York Islanders,1990,25,45,,0.312,223,290,-67.0
1962,New York Rangers,1990,36,31,,0.45,297,265,32.0
1963,Philadelphia Flyers,1990,33,37,,0.412,252,267,-15.0
1964,Pittsburgh Penguins,1990,41,33,,0.512,342,305,37.0
1965,Quebec Nordiques,1990,16,50,,0.2,236,354,-118.0
1966,St. Louis Blues,1990,47,22,,0.588,310,250,60.0
1967,Toronto Maple Leafs,1990,23,46,,0.287,241,318,-77.0
1968,Vancouver Canucks,1990,28,43,,0.35,243,315,-72.0
1969,Washington Capitals,1990,37,36,,0.463,258,258,0.0
1970,Winnipeg Jets,1990,26,43,,0.325,260,288,-28.0
1971,Boston Bruins,1991,36,32,,0.45,270,275,-5.0
1972,Buffalo Sabres,1991,31,37,,0.388,289,299,-10.0
1973,Calgary Flames,1991,31,37,,0.388,296,305,-9.0
1974,Chicago Blackhawks,1991,36,29,,0.45,257,236,21.0
1975,Detroit Red Wings,1991,43,25,,0.537,320,256,64.0
1976,Edmonton Oilers,1991,36,34,,0.45,295,297,-2.0
1977,Hartford Whalers,1991,26,41,,0.325,247,283,-36.0
1978,Los Angeles Kings,1991,35,31,,0.438,287,296,-9.0
1979,Minnesota North Stars,1991,32,42,,0.4,246,278,-32.0
1980,Montreal Canadiens,1991,41,28,,0.512,267,207,60.0
1981,New Jersey Devils,1991,38,31,,0.475,289,259,30.0
1982,New York Islanders,1991,34,35,,0.425,291,299,-8.0
1983,New York Rangers,1991,50,25,,0.625,321,246,75.0
1984,Philadelphia Flyers,1991,32,37,,0.4,252,273,-21.0
1985,Pittsburgh Penguins,1991,39,32,,0.487,343,308,35.0
1986,Quebec Nordiques,1991,20,48,,0.25,255,318,-63.0
1987,San Jose Sharks,1991,17,58,,0.212,219,359,-140.0
1988,St. Louis Blues,1991,36,33,,0.45,279,266,13.0
1989,Toronto Maple Leafs,1991,30,43,,0.375,234,294,-60.0
1990,Vancouver Canucks,1991,42,26,,0.525,285,250,35.0
1991,Washington Capitals,1991,45,27,,0.562,330,275,55.0
1992,Winnipeg Jets,1991,33,32,,0.412,251,244,7.0
1993,Boston Bruins,1992,51,26,,0.607,332,268,64.0
1994,Buffalo Sabres,1992,38,36,,0.452,335,297,38.0
1995,Calgary Flames,1992,43,30,,0.512,322,282,40.0
1996,Chicago Blackhawks,1992,47,25,,0.56,279,230,49.0
1997,Detroit Red Wings,1992,47,28,,0.56,369,280,89.0
1998,Edmonton Oilers,1992,26,50,,0.31,242,337,-95.0
1999,Hartford Whalers,1992,26,52,,0.31,284,369,-85.0
2000,Los Angeles Kings,1992,39,35,,0.464,338,340,-2.0
2001,Minnesota North Stars,1992,36,38,,0.429,272,293,-21.0
2002,Montreal Canadiens,1992,48,30,,0.571,326,280,46.0
2003,New Jersey Devils,1992,40,37,,0.476,308,299,9.0
2004,New York Islanders,1992,40,37,,0.476,335,297,38.0
2005,New York Rangers,1992,34,39,,0.405,304,308,-4.0
2006,Ottawa Senators,1992,10,70,,0.119,202,395,-193.0
2007,Philadelphia Flyers,1992,36,37,,0.429,319,319,0.0
2008,Pittsburgh Penguins,1992,56,21,,0.667,367,268,99.0
2009,Quebec Nordiques,1992,47,27,,0.56,351,300,51.0
2010,San Jose Sharks,1992,11,71,,0.131,218,414,-196.0
2011,St. Louis Blues,1992,37,36,,0.44,282,278,4.0
2012,Tampa Bay Lightning,1992,23,54,,0.274,245,332,-87.0
2013,Toronto Maple Leafs,1992,44,29,,0.524,288,241,47.0
2014,Vancouver Canucks,1992,46,29,,0.548,346,278,68.0
2015,Washington Capitals,1992,43,34,,0.512,325,286,39.0
2016,Winnipeg Jets,1992,40,37,,0.476,322,320,2.0
2017,Mighty Ducks of Anaheim,1993,33,46,,0.393,229,251,-22.0
2018,Boston Bruins,1993,42,29,,0.5,289,252,37.0
2019,Buffalo Sabres,1993,43,32,,0.512,282,218,64.0
2020,Calgary Flames,1993,42,29,,0.5,302,256,46.0
2021,Chicago Blackhawks,1993,39,36,,0.464,254,240,14.0
2022,Dallas Stars,1993,42,29,,0.5,286,265,21.0
2023,Detroit Red Wings,1993,46,30,,0.548,356,275,81.0
2024,Edmonton Oilers,1993,25,45,,0.298,261,305,-44.0
2025,Florida Panthers,1993,33,34,,0.393,233,233,0.0
2026,Hartford Whalers,1993,27,48,,0.321,227,288,-61.0
2027,Los Angeles Kings,1993,27,45,,0.321,294,322,-28.0
2028,Montreal Canadiens,1993,41,29,,0.488,283,248,35.0
2029,New Jersey Devils,1993,47,25,,0.56,306,220,86.0
2030,New York Islanders,1993,36,36,,0.429,282,264,18.0
2031,New York Rangers,1993,52,24,,0.619,299,231,68.0
2032,Ottawa Senators,1993,14,61,,0.167,201,397,-196.0
2033,Philadelphia Flyers,1993,35,39,,0.417,294,314,-20.0
2034,Pittsburgh Penguins,1993,44,27,,0.524,299,285,14.0
2035,Quebec Nordiques,1993,34,42,,0.405,277,292,-15.0
2036,San Jose Sharks,1993,33,35,,0.393,252,265,-13.0
2037,St. Louis Blues,1993,40,33,,0.476,270,283,-13.0
2038,Tampa Bay Lightning,1993,30,43,,0.357,224,251,-27.0
2039,Toronto Maple Leafs,1993,43,29,,0.512,280,243,37.0
2040,Vancouver Canucks,1993,41,40,,0.488,279,276,3.0
2041,Washington Capitals,1993,39,35,,0.464,277,263,14.0
2042,Winnipeg Jets,1993,24,51,,0.286,245,344,-99.0
2043,Mighty Ducks of Anaheim,1994,16,27,,0.333,125,164,-39.0
2044,Boston Bruins,1994,27,18,,0.562,150,127,23.0
2045,Buffalo Sabres,1994,22,19,,0.458,130,119,11.0
2046,Calgary Flames,1994,24,17,,0.5,163,135,28.0
2047,Chicago Blackhawks,1994,24,19,,0.5,156,115,41.0
2048,Dallas Stars,1994,17,23,,0.354,136,135,1.0
2049,Detroit Red Wings,1994,33,11,,0.688,180,117,63.0
2050,Edmonton Oilers,1994,17,27,,0.354,136,183,-47.0
2051,Florida Panthers,1994,20,22,,0.417,115,127,-12.0
2052,Hartford Whalers,1994,19,24,,0.396,127,141,-14.0
2053,Los Angeles Kings,1994,16,23,,0.333,142,174,-32.0
2054,Montreal Canadiens,1994,18,23,,0.375,125,148,-23.0
2055,New Jersey Devils,1994,22,18,,0.458,136,121,15.0
2056,New York Islanders,1994,15,28,,0.312,126,158,-32.0
2057,New York Rangers,1994,22,23,,0.458,139,134,5.0
2058,Ottawa Senators,1994,9,34,,0.188,117,174,-57.0
2059,Philadelphia Flyers,1994,28,16,,0.583,150,132,18.0
2060,Pittsburgh Penguins,1994,29,16,,0.604,181,158,23.0
2061,Quebec Nordiques,1994,30,13,,0.625,185,134,51.0
2062,San Jose Sharks,1994,19,25,,0.396,129,161,-32.0
2063,St. Louis Blues,1994,28,15,,0.583,178,135,43.0
2064,Tampa Bay Lightning,1994,17,28,,0.354,120,144,-24.0
2065,Toronto Maple Leafs,1994,21,19,,0.438,135,146,-11.0
2066,Vancouver Canucks,1994,18,18,,0.375,153,148,5.0
2067,Washington Capitals,1994,22,18,,0.458,136,120,16.0
2068,Winnipeg Jets,1994,16,25,,0.333,157,177,-20.0
2069,Mighty Ducks of Anaheim,1995,35,39,,0.427,234,247,-13.0
2070,Boston Bruins,1995,40,31,,0.488,282,269,13.0
2071,Buffalo Sabres,1995,33,42,,0.402,247,262,-15.0
2072,Calgary Flames,1995,34,37,,0.415,241,240,1.0
2073,Chicago Blackhawks,1995,40,28,,0.488,273,220,53.0
2074,Colorado Avalanche,1995,47,25,,0.573,326,240,86.0
2075,Dallas Stars,1995,26,42,,0.317,227,280,-53.0
2076,Detroit Red Wings,1995,62,13,,0.756,325,181,144.0
2077,Edmonton Oilers,1995,30,44,,0.366,240,304,-64.0
2078,Florida Panthers,1995,41,31,,0.5,254,234,20.0
2079,Hartford Whalers,1995,34,39,,0.415,237,259,-22.0
2080,Los Angeles Kings,1995,24,40,,0.293,256,302,-46.0
2081,Montreal Canadiens,1995,40,32,,0.488,265,248,17.0
2082,New Jersey Devils,1995,37,33,,0.451,215,202,13.0
2083,New York Islanders,1995,22,50,,0.268,229,315,-86.0
2084,New York Rangers,1995,41,27,,0.5,272,237,35.0
2085,Ottawa Senators,1995,18,59,,0.22,191,291,-100.0
2086,Philadelphia Flyers,1995,45,24,,0.549,282,208,74.0
2087,Pittsburgh Penguins,1995,49,29,,0.598,362,284,78.0
2088,San Jose Sharks,1995,20,55,,0.244,252,357,-105.0
2089,St. Louis Blues,1995,32,34,,0.39,219,248,-29.0
2090,Tampa Bay Lightning,1995,38,32,,0.463,238,248,-10.0
2091,Toronto Maple Leafs,1995,34,36,,0.415,247,252,-5.0
2092,Vancouver Canucks,1995,32,35,,0.39,278,278,0.0
2093,Washington Capitals,1995,39,32,,0.476,234,204,30.0
2094,Winnipeg Jets,1995,36,40,,0.439,275,291,-16.0
2095,Mighty Ducks of Anaheim,1996,36,33,,0.439,245,233,12.0
2096,Boston Bruins,1996,26,47,,0.317,234,300,-66.0
2097,Buffalo Sabres,1996,40,30,,0.488,237,208,29.0
2098,Calgary Flames,1996,32,41,,0.39,214,239,-25.0
2099,Chicago Blackhawks,1996,34,35,,0.415,223,210,13.0
2100,Colorado Avalanche,1996,49,24,,0.598,277,205,72.0
2101,Dallas Stars,1996,48,26,,0.585,252,198,54.0
2102,Detroit Red Wings,1996,38,26,,0.463,253,197,56.0
2103,Edmonton Oilers,1996,36,37,,0.439,252,247,5.0
2104,Florida Panthers,1996,35,28,,0.427,221,201,20.0
2105,Hartford Whalers,1996,32,39,,0.39,226,256,-30.0
2106,Los Angeles Kings,1996,28,43,,0.341,214,268,-54.0
2107,Montreal Canadiens,1996,31,36,,0.378,249,276,-27.0
2108,New Jersey Devils,1996,45,23,,0.549,231,182,49.0
2109,New York Islanders,1996,29,41,,0.354,240,250,-10.0
2110,New York Rangers,1996,38,34,,0.463,258,231,27.0
2111,Ottawa Senators,1996,31,36,,0.378,226,234,-8.0
2112,Philadelphia Flyers,1996,45,24,,0.549,274,217,57.0
2113,Phoenix Coyotes,1996,38,37,,0.463,240,243,-3.0
2114,Pittsburgh Penguins,1996,38,36,,0.463,285,280,5.0
2115,San Jose Sharks,1996,27,47,,0.329,211,278,-67.0
2116,St. Louis Blues,1996,36,35,,0.439,236,239,-3.0
2117,Tampa Bay Lightning,1996,32,40,,0.39,217,247,-30.0
2118,Toronto Maple Leafs,1996,30,44,,0.366,230,273,-43.0
2119,Vancouver Canucks,1996,35,40,,0.427,257,273,-16.0
2120,Washington Capitals,1996,33,40,,0.402,214,231,-17.0
2121,Mighty Ducks of Anaheim,1997,26,43,,0.317,205,261,-56.0
2122,Boston Bruins,1997,39,30,,0.476,221,194,27.0
2123,Buffalo Sabres,1997,36,29,,0.439,211,187,24.0
2124,Calgary Flames,1997,26,41,,0.317,217,252,-35.0
2125,Carolina Hurricanes,1997,33,41,,0.402,200,219,-19.0
2126,Chicago Blackhawks,1997,30,39,,0.366,192,199,-7.0
2127,Colorado Avalanche,1997,39,26,,0.476,231,205,26.0
2128,Dallas Stars,1997,49,22,,0.598,242,167,75.0
2129,Detroit Red Wings,1997,44,23,,0.537,250,196,54.0
2130,Edmonton Oilers,1997,35,37,,0.427,215,224,-9.0
2131,Florida Panthers,1997,24,43,,0.293,203,256,-53.0
2132,Los Angeles Kings,1997,38,33,,0.463,227,225,2.0
2133,Montreal Canadiens,1997,37,32,,0.451,235,208,27.0
2134,New Jersey Devils,1997,48,23,,0.585,225,166,59.0
2135,New York Islanders,1997,30,41,,0.366,212,225,-13.0
2136,New York Rangers,1997,25,39,,0.305,197,231,-34.0
2137,Ottawa Senators,1997,34,33,,0.415,193,200,-7.0
2138,Philadelphia Flyers,1997,42,29,,0.512,242,193,49.0
2139,Phoenix Coyotes,1997,35,35,,0.427,224,227,-3.0
2140,Pittsburgh Penguins,1997,40,24,,0.488,228,188,40.0
2141,San Jose Sharks,1997,34,38,,0.415,210,216,-6.0
2142,St. Louis Blues,1997,45,29,,0.549,256,204,52.0
2143,Tampa Bay Lightning,1997,17,55,,0.207,151,269,-118.0
2144,Toronto Maple Leafs,1997,30,43,,0.366,194,237,-43.0
2145,Vancouver Canucks,1997,25,43,,0.305,224,273,-49.0
2146,Washington Capitals,1997,40,30,,0.488,219,202,17.0
2147,Mighty Ducks of Anaheim,1998,35,34,,0.427,215,206,9.0
2148,Boston Bruins,1998,39,30,,0.476,214,181,33.0
2149,Buffalo Sabres,1998,37,28,,0.451,207,175,32.0
2150,Calgary Flames,1998,30,40,,0.366,211,234,-23.0
2151,Carolina Hurricanes,1998,34,30,,0.415,210,202,8.0
2152,Chicago Blackhawks,1998,29,41,,0.354,202,248,-46.0
2153,Colorado Avalanche,1998,44,28,,0.537,239,205,34.0
2154,Dallas Stars,1998,51,19,,0.622,236,168,68.0
2155,Detroit Red Wings,1998,43,32,,0.524,245,202,43.0
2156,Edmonton Oilers,1998,33,37,,0.402,230,226,4.0
2157,Florida Panthers,1998,30,34,,0.366,210,228,-18.0
2158,Los Angeles Kings,1998,32,45,,0.39,189,222,-33.0
2159,Montreal Canadiens,1998,32,39,,0.39,184,209,-25.0
2160,Nashville Predators,1998,28,47,,0.341,190,261,-71.0
2161,New Jersey Devils,1998,47,24,,0.573,248,196,52.0
2162,New York Islanders,1998,24,48,,0.293,194,244,-50.0
2163,New York Rangers,1998,33,38,,0.402,217,227,-10.0
2164,Ottawa Senators,1998,44,23,,0.537,239,179,60.0
2165,Philadelphia Flyers,1998,37,26,,0.451,231,196,35.0
2166,Phoenix Coyotes,1998,39,31,,0.476,205,197,8.0
2167,Pittsburgh Penguins,1998,38,30,,0.463,242,225,17.0
2168,San Jose Sharks,1998,31,33,,0.378,196,191,5.0
2169,St. Louis Blues,1998,37,32,,0.451,237,209,28.0
2170,Tampa Bay Lightning,1998,19,54,,0.232,179,292,-113.0
2171,Toronto Maple Leafs,1998,45,30,,0.549,268,231,37.0
2172,Vancouver Canucks,1998,23,47,,0.28,192,258,-66.0
2173,Washington Capitals,1998,31,45,,0.378,200,218,-18.0
2174,Mighty Ducks of Anaheim,1999,34,33,3,0.415,217,227,-10.0
2175,Atlanta Thrashers,1999,14,57,4,0.171,170,313,-143.0
2176,Boston Bruins,1999,24,33,6,0.293,210,248,-38.0
2177,Buffalo Sabres,1999,35,32,4,0.427,213,204,9.0
2178,Calgary Flames,1999,31,36,5,0.378,211,256,-45.0
2179,Carolina Hurricanes,1999,37,35,0,0.451,217,216,1.0
2180,Chicago Blackhawks,1999,33,37,2,0.402,242,245,-3.0
2181,Colorado Avalanche,1999,42,28,1,0.512,233,201,32.0
2182,Dallas Stars,1999,43,23,6,0.524,211,184,27.0
2183,Detroit Red Wings,1999,48,22,2,0.585,278,210,68.0
2184,Edmonton Oilers,1999,32,26,8,0.39,226,212,14.0
2185,Florida Panthers,1999,43,27,6,0.524,244,209,35.0
2186,Los Angeles Kings,1999,39,27,4,0.476,245,228,17.0
2187,Montreal Canadiens,1999,35,34,4,0.427,196,194,2.0
2188,Nashville Predators,1999,28,40,7,0.341,199,240,-41.0
2189,New Jersey Devils,1999,45,24,5,0.549,251,203,48.0
2190,New York Islanders,1999,24,48,1,0.293,194,275,-81.0
2191,New York Rangers,1999,29,38,3,0.354,218,246,-28.0
2192,Ottawa Senators,1999,41,28,2,0.5,244,210,34.0
2193,Philadelphia Flyers,1999,45,22,3,0.549,237,179,58.0
2194,Phoenix Coyotes,1999,39,31,4,0.476,232,228,4.0
2195,Pittsburgh Penguins,1999,37,31,6,0.451,241,236,5.0
2196,San Jose Sharks,1999,35,30,7,0.427,225,214,11.0
2197,St. Louis Blues,1999,51,19,1,0.622,248,165,83.0
2198,Tampa Bay Lightning,1999,19,47,7,0.232,204,310,-106.0
2199,Toronto Maple Leafs,1999,45,27,3,0.549,246,222,24.0
2200,Vancouver Canucks,1999,30,29,8,0.366,227,237,-10.0
2201,Washington Capitals,1999,44,24,2,0.537,227,194,33.0
2202,Mighty Ducks of Anaheim,2000,25,41,5,0.305,188,245,-57.0
2203,Atlanta Thrashers,2000,23,45,2,0.28,211,289,-78.0
2204,Boston Bruins,2000,36,30,8,0.439,227,249,-22.0
2205,Buffalo Sabres,2000,46,30,1,0.561,218,184,34.0
2206,Calgary Flames,2000,27,36,4,0.329,197,236,-39.0
2207,Carolina Hurricanes,2000,38,32,3,0.463,212,225,-13.0
2208,Columbus Blue Jackets,2000,28,39,6,0.341,190,233,-43.0
2209,Chicago Blackhawks,2000,29,40,5,0.354,210,246,-36.0
2210,Colorado Avalanche,2000,52,16,4,0.634,270,192,78.0
2211,Dallas Stars,2000,48,24,2,0.585,241,187,54.0
2212,Detroit Red Wings,2000,49,20,4,0.598,253,202,51.0
2213,Edmonton Oilers,2000,39,28,3,0.476,243,222,21.0
2214,Florida Panthers,2000,22,38,9,0.268,200,246,-46.0
2215,Los Angeles Kings,2000,38,28,3,0.463,252,228,24.0
2216,Minnesota Wild,2000,25,39,5,0.305,168,210,-42.0
2217,Montreal Canadiens,2000,28,40,6,0.341,206,232,-26.0
2218,Nashville Predators,2000,34,36,3,0.415,186,200,-14.0
2219,New Jersey Devils,2000,48,19,3,0.585,295,195,100.0
2220,New York Islanders,2000,21,51,3,0.256,185,268,-83.0
2221,New York Rangers,2000,33,43,1,0.402,250,290,-40.0
2222,Ottawa Senators,2000,48,21,4,0.585,274,205,69.0
2223,Philadelphia Flyers,2000,43,25,3,0.524,240,207,33.0
2224,Phoenix Coyotes,2000,35,27,3,0.427,214,212,2.0
2225,Pittsburgh Penguins,2000,42,28,3,0.512,281,256,25.0
2226,San Jose Sharks,2000,40,27,3,0.488,217,192,25.0
2227,St. Louis Blues,2000,43,22,5,0.524,249,195,54.0
2228,Tampa Bay Lightning,2000,24,47,5,0.293,201,280,-79.0
2229,Toronto Maple Leafs,2000,37,29,5,0.451,232,207,25.0
2230,Vancouver Canucks,2000,36,28,7,0.439,239,238,1.0
2231,Washington Capitals,2000,41,27,4,0.5,233,211,22.0
2232,Mighty Ducks of Anaheim,2001,29,42,3,0.354,175,198,-23.0
2233,Atlanta Thrashers,2001,19,47,5,0.232,187,288,-101.0
2234,Boston Bruins,2001,43,24,9,0.524,236,201,35.0
2235,Buffalo Sabres,2001,35,35,1,0.427,213,200,13.0
2236,Calgary Flames,2001,32,35,3,0.39,201,220,-19.0
2237,Carolina Hurricanes,2001,35,26,5,0.427,217,217,0.0
2238,Columbus Blue Jackets,2001,22,47,5,0.268,164,255,-91.0
2239,Chicago Blackhawks,2001,41,27,1,0.5,216,207,9.0
2240,Colorado Avalanche,2001,45,28,1,0.549,212,169,43.0
2241,Dallas Stars,2001,36,28,5,0.439,215,213,2.0
2242,Detroit Red Wings,2001,51,17,4,0.622,251,187,64.0
2243,Edmonton Oilers,2001,38,28,4,0.463,205,182,23.0
2244,Florida Panthers,2001,22,44,6,0.268,180,250,-70.0
2245,Los Angeles Kings,2001,40,27,4,0.488,214,190,24.0
2246,Minnesota Wild,2001,26,35,9,0.317,195,238,-43.0
2247,Montreal Canadiens,2001,36,31,3,0.439,207,209,-2.0
2248,Nashville Predators,2001,28,41,0,0.341,196,230,-34.0
2249,New Jersey Devils,2001,41,28,4,0.5,205,187,18.0
2250,New York Islanders,2001,42,28,4,0.512,239,220,19.0
2251,New York Rangers,2001,36,38,4,0.439,227,258,-31.0
2252,Ottawa Senators,2001,39,27,7,0.476,243,208,35.0
2253,Philadelphia Flyers,2001,42,27,3,0.512,234,192,42.0
2254,Phoenix Coyotes,2001,40,27,6,0.488,228,210,18.0
2255,Pittsburgh Penguins,2001,28,41,5,0.341,198,249,-51.0
2256,San Jose Sharks,2001,44,27,3,0.537,248,199,49.0
2257,St. Louis Blues,2001,43,27,4,0.524,227,188,39.0
2258,Tampa Bay Lightning,2001,27,40,4,0.329,178,219,-41.0
2259,Toronto Maple Leafs,2001,43,25,4,0.524,249,207,42.0
2260,Vancouver Canucks,2001,42,30,3,0.512,254,211,43.0
2261,Washington Capitals,2001,36,33,2,0.439,228,240,-12.0
2262,Mighty Ducks of Anaheim,2002,40,27,6,0.488,203,193,10.0
2263,Atlanta Thrashers,2002,31,39,5,0.378,226,284,-58.0
2264,Boston Bruins,2002,36,31,4,0.439,245,237,8.0
2265,Buffalo Sabres,2002,27,37,8,0.329,190,219,-29.0
2266,Calgary Flames,2002,29,36,4,0.354,186,228,-42.0
2267,Carolina Hurricanes,2002,22,43,6,0.268,171,240,-69.0
2268,Columbus Blue Jackets,2002,29,42,3,0.354,213,263,-50.0
2269,Chicago Blackhawks,2002,30,33,6,0.366,207,226,-19.0
2270,Colorado Avalanche,2002,42,19,8,0.512,251,194,57.0
2271,Dallas Stars,2002,46,17,4,0.561,245,169,76.0
2272,Detroit Red Wings,2002,48,20,4,0.585,269,203,66.0
2273,Edmonton Oilers,2002,36,26,9,0.439,231,230,1.0
2274,Florida Panthers,2002,24,36,9,0.293,176,237,-61.0
2275,Boston Bruins,1990,44,24,,0.55,299,264,35.0
2276,Buffalo Sabres,1990,31,30,,0.388,292,278,14.0
2277,Calgary Flames,1990,46,26,,0.575,344,263,81.0
2278,Chicago Blackhawks,1990,49,23,,0.613,284,211,73.0
2279,Detroit Red Wings,1990,34,38,,0.425,273,298,-25.0
2280,Edmonton Oilers,1990,37,37,,0.463,272,272,0.0
2281,Hartford Whalers,1990,31,38,,0.388,238,276,-38.0
2282,Los Angeles Kings,1990,46,24,,0.575,340,254,86.0
2283,Minnesota North Stars,1990,27,39,,0.338,256,266,-10.0
2284,Montreal Canadiens,1990,39,30,,0.487,273,249,24.0
2285,New Jersey Devils,1990,32,33,,0.4,272,264,8.0
2286,New York Islanders,1990,25,45,,0.312,223,290,-67.0
2287,New York Rangers,1990,36,31,,0.45,297,265,32.0
2288,Philadelphia Flyers,1990,33,37,,0.412,252,267,-15.0
2289,Pittsburgh Penguins,1990,41,33,,0.512,342,305,37.0
2290,Quebec Nordiques,1990,16,50,,0.2,236,354,-118.0
2291,St. Louis Blues,1990,47,22,,0.588,310,250,60.0
2292,Toronto Maple Leafs,1990,23,46,,0.287,241,318,-77.0
2293,Vancouver Canucks,1990,28,43,,0.35,243,315,-72.0
2294,Washington Capitals,1990,37,36,,0.463,258,258,0.0
2295,Winnipeg Jets,1990,26,43,,0.325,260,288,-28.0
2296,Boston Bruins,1991,36,32,,0.45,270,275,-5.0
2297,Buffalo Sabres,1991,31,37,,0.388,289,299,-10.0
2298,Calgary Flames,1991,31,37,,0.388,296,305,-9.0
2299,Chicago Blackhawks,1991,36,29,,0.45,257,236,21.0
2300,Detroit Red Wings,1991,43,25,,0.537,320,256,64.0
2301,Edmonton Oilers,1991,36,34,,0.45,295,297,-2.0
2302,Hartford Whalers,1991,26,41,,0.325,247,283,-36.0
2303,Los Angeles Kings,1991,35,31,,0.438,287,296,-9.0
2304,Minnesota North Stars,1991,32,42,,0.4,246,278,-32.0
2305,Montreal Canadiens,1991,41,28,,0.512,267,207,60.0
2306,New Jersey Devils,1991,38,31,,0.475,289,259,30.0
2307,New York Islanders,1991,34,35,,0.425,291,299,-8.0
2308,New York Rangers,1991,50,25,,0.625,321,246,75.0
2309,Philadelphia Flyers,1991,32,37,,0.4,252,273,-21.0
2310,Pittsburgh Penguins,1991,39,32,,0.487,343,308,35.0
2311,Quebec Nordiques,1991,20,48,,0.25,255,318,-63.0
2312,San Jose Sharks,1991,17,58,,0.212,219,359,-140.0
2313,St. Louis Blues,1991,36,33,,0.45,279,266,13.0
2314,Toronto Maple Leafs,1991,30,43,,0.375,234,294,-60.0
2315,Vancouver Canucks,1991,42,26,,0.525,285,250,35.0
2316,Washington Capitals,1991,45,27,,0.562,330,275,55.0
2317,Winnipeg Jets,1991,33,32,,0.412,251,244,7.0
2318,Boston Bruins,1992,51,26,,0.607,332,268,64.0
2319,Buffalo Sabres,1992,38,36,,0.452,335,297,38.0
2320,Calgary Flames,1992,43,30,,0.512,322,282,40.0
2321,Chicago Blackhawks,1992,47,25,,0.56,279,230,49.0
2322,Detroit Red Wings,1992,47,28,,0.56,369,280,89.0
2323,Edmonton Oilers,1992,26,50,,0.31,242,337,-95.0
2324,Hartford Whalers,1992,26,52,,0.31,284,369,-85.0
2325,Los Angeles Kings,1992,39,35,,0.464,338,340,-2.0
2326,Minnesota North Stars,1992,36,38,,0.429,272,293,-21.0
2327,Montreal Canadiens,1992,48,30,,0.571,326,280,46.0
2328,New Jersey Devils,1992,40,37,,0.476,308,299,9.0
2329,New York Islanders,1992,40,37,,0.476,335,297,38.0
2330,New York Rangers,1992,34,39,,0.405,304,308,-4.0
2331,Ottawa Senators,1992,10,70,,0.119,202,395,-193.0
2332,Philadelphia Flyers,1992,36,37,,0.429,319,319,0.0
2333,Pittsburgh Penguins,1992,56,21,,0.667,367,268,99.0
2334,Quebec Nordiques,1992,47,27,,0.56,351,300,51.0
2335,San Jose Sharks,1992,11,71,,0.131,218,414,-196.0
2336,St. Louis Blues,1992,37,36,,0.44,282,278,4.0
2337,Tampa Bay Lightning,1992,23,54,,0.274,245,332,-87.0
2338,Toronto Maple Leafs,1992,44,29,,0.524,288,241,47.0
